FTPMC1B
24.5
28
31.4
33.6
35.5
37.3
39.2
40.5
41
41.6
41.8
41.9
41.9
42.2
42.4
42.4
41.6
40.8
37.8
34.2
29.6
26.2
23.2
18.6
13.9
9.3
5.6
3.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.2
5.3
7
10.4
14.7
18.1
21.6
23.4
26.2
26.7
26.4
26.4
29.1
30.7
32.2
34.4
36
36
35.4
36.3
37.3
37.6
36
34.6
32.8
28.8
24
19.2
14.4
9.9
7.2
4.8
3.4
0.8
0.8
5.1
10.4
15.4
20
22.4
25.6
28.8
31.4
34.4
37
39.2
40.8
42.4
43.4
44.2
44.6
45.3
45.8
45.8
45.3
45.1
44.8
44
42.9
40.8
37.6
34.4
30.4
26.4
23.8
20
15
9.9
4.8
2.4
2.4
0.8
0
4.8
10.1
15.4
20.6
25.3
28
29.4
31.2
33.1
35.2
37.1
40
42.4
44
44.8
45.3
46.2
46.2
46.2
46.1
45.6
45.3
45.3
45.3
45.1
44.2
44
44
44
44
44
44
44.2
44.8
45.6
48
49.6
51.2
52.8
52.8
53.8
54.4
54.9
54.7
54.4
54.4
54.2
53.8
53
52.8
52
51.2
51
50.6
50.4
49
48
47.8
47.8
47.8
47.8
47.4
47.2
47.2
46.9
46.2
45.1
44.3
43.2
40.8
37.9
35.2
32.8
30.7
30.7
32.2
33.4
34.2
35.2
36.2
37.1
38.4
40
41.6
42.6
42.6
42.9
43.2
43.5
44.5
45
46.1
46.2
46.4
46.6
46.4
45
44
43.2
41.3
40
39.2
39.7
40.2
40.8
41.1
41.9
43
44
44.5
45.4
46.4
46.7
46.6
46.4
46.2
45.6
45
44.8
44.8
44.2
43.5
42.6
43.2
44
44.5
44.8
44.5
44.8
44.8
44.8
44.3
43.8
43
42.6
42.4
42.4
42.4
42.1
41.9
41.9
41.4
41
41
41.4
41.3
40.8
39.4
37.6
35.5
34.6
34.6
34.7
36.2
37.4
38.4
38.7
39
39.8
40.2
40.3
40.5
40.8
40.3
40
40
40
39.5
39.2
38.9
38.9
39.2
40
40
39.4
39.4
38.6
39.2
40.2
41
40.2
38.4
35.2
32.2
27
21.8
16.5
11.2
5.9
0.6
0
0
0
3.2
8.5
13.8
19
24.3
28
29.8
32
33.8
35.2
36.8
39.2
42.1
44
45
45.4
45.6
45.6
45.6
44.3
44
43.5
42.9
42.4
41.6
41.1
40.3
38.4
35.2
34.4
34.4
34.9
36
36.8
36.5
36.5
36.8
36.3
36.3
36.3
37.6
38.4
39.4
39.7
40.2
40.8
41
40.8
40
38.6
37.9
37.1
36.6
36
35.2
34.6
32.8
28
22.7
17.4
12.2
6.9
1.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.9
6.4
11.7
17
22.2
27.2
29.6
32
34.9
36.8
38.4
39.7
41
42.4
42.9
43.8
44.6
45.3
44.8
44
43.2
43.2
42.1
39.2
36
34.4
33
28.8
24
19.7
17.8
17
16
15.2
14.6
13.9
13.8
14.1
14.4
13.9
13.8
12.8
11.2
8
6.7
4.2
1.6
0
0.2
1
2.6
5.8
11
16
20.5
22.4
23.2
25.6
29
32
33.6
33.9
34.1
34.2
34.7
36
36.8
38.1
39.2
40
39.8
39.7
40
40.6
41.3
41.6
42.2
42.6
43
43.2
43.2
43.2
43
42.9
42.9
42.4
42.2
41.6
40.8
39.4
37.6
34.4
32
28
25.6
22.4
17.1
11.8
6.6
1.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.4
8.6
13.9
19.2
24.5
29.8
33.8
36.8
37.6
36.8
36
32
26.7
21.4
16.2
10.9
5.6
0.3
0
0
0
0
0
0
0
0
0
0
0.3
2.4
5.6
10.4
15.7
19.2
20.6
20.8
20.2
20.5
21
21
22.4
24.8
27.2
29.8
31.5
33.6
34.4
34.9
34.9
34.4
33.9
34.4
34.9
35.2
35
34.7
34.4
34.4
34.2
32.2
31.2
30.7
31.4
31.7
32
31.2
28
24.8
20.8
16
12.8
9.6
6.4
4
1.1
0
0
0
0
0
0
0
0
1.6
1.6
1.6
1.6
1.6
2.6
4.8
6.4
8
10.1
12.8
16
16.8
15.2
13.6
12.2
14.1
17.6
22.4
27.2
31.2
33.6
34.9
35.5
36.8
37.8
38.6
39.2
39.2
38.4
37.6
37.6
37.6
37.6
37.6
37.6
38.4
38.6
39.2
39.5
40
40.6
41
41.1
41.6
41.9
43.2
44.5
45.3
46.4
46.6
46.4
44.8
39.5
34.2
29
23.7
18.4
13.1
7.8
2.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.4
7.7
13
18.2
21.1
24.2
26.9
29.3
31.2
32.5
34.1
35
35.4
35.8
35.2
34.6
33.8
32.8
32
31.4
29.6
28
26.4
24.8
22.4
17.6
12.8
8.3
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.8
9.4
13.8
18.4
22.9
27
27.7
29
33.1
34.7
35.8
36
35.4
34.4
33.4
32.6
31.7
27.2
23.8
23.8
24.3
24.8
25.6
27.4
30.6
33.8
36.3
36.6
36.3
36.2
34.1
30.4
27.4
25.3
25.3
28.3
31.7
34.6
37.1
38.7
39.4
39.8
40
39.4
39.2
39.5
39.7
39.5
39.4
39.4
40.2
41
41.1
40.6
39.8
40
40.6
41.6
41.6
41.1
41.8
42.7
44
45.8
46.9
47.7
48.2
48.6
49.1
49.1
48.8
48.6
48.5
48.6
49.3
48.6
47.8
47.2
47.7
48.5
49.1
49.4
49.6
49.4
48.6
47.7
47.8
48.3
49.1
49.9
50.9
51.5
51.8
51.5
50.7
45.8
40.5
35.2
29.9
24.6
19.4
14.1
8.8
3.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.4
6.8
10.3
13.7
17.1
20.5
23
25.2
26.7
27.4
26.6
26
25.6
25.9
26.1
26.3
26.7
28.2
27.5
24.9
23.5
20.1
18.3
17.8
18.8
19.3
20.7
23
25.4
28.3
31.6
34.7
37.5
38.6
40.7
42
43.6
45.1
46.7
47.7
48.5
49.2
49.2
49
48.9
48.7
48.7
48.7
48.7
48.7
48.9
49.1
49.6
50.2
50.9
51.3
51.8
52.4
52.8
53.4
54.1
55.1
56
56.6
56.9
57
56.9
56.6
56.6
56.8
57.1
57.5
57.7
58.1
58.3
58.6
58.7
58.7
58.5
58.5
58.5
58.5
58.5
58.5
58.4
58.1
57.8
57.1
56.6
56.2
55.9
55.6
55.5
55.8
55.9
56
56
55.7
55.3
54.9
54.5
54
54.3
53.9
53.8
53.6
53.4
53.5
53.7
54
54.4
54.9
55.4
55.9
56.9
57.4
57.6
58
58
57.8
57.2
56.5
55.5
54.4
53.4
53.4
53.4
52.9
51.9
51.8
51.9
51.8
51.4
51.3
51.3
51.3
50.9
50.3
49.8
48.9
47.8
46.6
45.4
44.1
43
41.8
39.9
38.3
36.5
35
33.7
32.6
31.7
31.6
31.1
30
28.5
25.7
22.3
20.8
19.8
19.2
17.6
16.1
12.9
11.2
8.3
4.9
1.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.6
6.9
12.2
17.4
22.7
27.7
32
36
37.9
40.3
42.6
45
48
49.3
50.6
51.4
52.5
53.8
55.2
55.4
55.8
55.7
55.2
55.5
56.8
57.6
57.6
57.6
57.6
57.6
57.6
57.8
58.2
58.4
58.2
57.6
56.2
54.6
53.6
50.2
46.4
41.1
36.8
32.5
28
23.2
19.2
13.9
8.6
3.4
0
0
0
0
0
0
4.2
9.4
14.7
20
25.3
30.6
35.8
40
41
44
46.4
48
48.2
48
47.5
46.9
46.1
44.8
40
34.7
29.4
24.2
18.9
13.6
8.3
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5.3
10.6
15.8
21.1
26.4
31.7
37
42.2
44.5
46.6
50.4
52.8
53.8
55.7
56.2
57
57.8
57.6
57.8
57.9
57.6
57.1
57.6
57.6
57
56.8
56.6
56.3
56.3
56.3
56.3
56.3
56.3
56
56.2
56.3
56.8
56.3
56
56
56
55.7
55.4
55.2
53.6
51.2
48.2
44.8
40.8
36
31.7
26.4
21.1
16.5
11.5
6.4
1.6
0
